;Unnamed: 0;full_text;created_at;retweet_count;favorite_count
0;2694;Which policies are necessary to make a 2°C world a reality? That's one of the key questions from our stakeholders we are answering in our #sustainabilityreport https://t.co/Vlatj2jgHm https://t.co/yGoyvYpxIN;Wed Aug 08 16:32:04 +0000 2018;8;12
1;2693;⚡🚗 Electrification is the hot topic of the moment - we take a look at why, and what BP's role will be #electricvehicles #EVs #mobility https://t.co/a9tzKGaF5A;Thu Aug 09 11:08:46 +0000 2018;9;15
2;2692;@JCB_Digger I'll look into this for you. In the meantime, may I please take your email address so I can advise you later on under reference  1-6651973702? Many thanks in advance.  David.;Thu Aug 09 16:29:00 +0000 2018;0;1
3;2691;@craigneal25 I'm really sorry for this, Mr Neal. Would you be so kind as to email me further details (date and time of purchase, copy of receipt perhaps, name of product) to careline@bp.com and please quote our reference  1-6658312726 so I'll be able to rectify this for you. Dave;Thu Aug 09 16:29:30 +0000 2018;0;1
4;2690;BP Target Neutral has offset three million tonnes of carbon dioxide equivalent (CO2e) on behalf of customers since 2006. It is one of #BP’s accredited Advancing Low Carbon (#ALC) activities https://t.co/C0xLC5MZmd https://t.co/Ld8eEatpdG;Thu Aug 09 16:38:02 +0000 2018;4;18
5;2689;👍 https://t.co/n3CP5mzcrF;Fri Aug 10 08:23:08 +0000 2018;3;16
6;2688;'I’m proud to have played my part' - the people power behind the building of a #NatGas project across three countries (and counting): https://t.co/rI5s4Og7JR https://t.co/AvgpvdCc0x;Fri Aug 10 11:18:04 +0000 2018;4;19
7;2687;What a beautiful sight! #ClairRidge is preparing for first oil later this year, and looking great in the meantime. Who else loves the new bridge-linked platforms? 💕 https://t.co/TZCd2pwv0Q;Fri Aug 10 11:49:04 +0000 2018;18;93
8;2686;Ready for lift-off – these huge reels are being prepared to carry the umbilical cables which will be run along the sea floor as part of the West Nile Delta project in #Egypt https://t.co/CekhfynfUj https://t.co/kume9WcYbO;Sat Aug 11 08:11:08 +0000 2018;10;30
9;2685;#BP's new #LNG #ships set sail. Read the story behind the numbers ➡️ https://t.co/vMUP23Wjg4 https://t.co/ZNyLzd8z6x;Sat Aug 11 11:17:21 +0000 2018;29;56
10;2684;🤝  #Onthisday 20 years ago a milestone moment for #BP - it was announced we were joining forces with #Amoco. At the time it was the largest ever industrial merger https://t.co/GAzLVi8n09 https://t.co/RHFpg6EMCu;Sat Aug 11 15:18:05 +0000 2018;14;41
11;2683;📹I What makes a mega project? Watch how #ShahDeniz2 came to life https://t.co/1cnd0VrSHb https://t.co/l2CIB7uyNG;Sun Aug 12 07:08:41 +0000 2018;4;18
12;2682;Ready for lift-off – these huge reels are being prepared to carry the umbilical cables which will be run along the sea floor as part of the West Nile Delta project in #Egypt https://t.co/CekhfynfUj https://t.co/YazTEbCHFU;Sun Aug 12 11:58:04 +0000 2018;25;36
13;2681;Hear about the changes BP is making across its entire business to meet the world’s dual challenge #lowcarbon https://t.co/l891G6PatF;Sun Aug 12 16:42:42 +0000 2018;7;21
14;2680;@erik_a_sunden Hi @erik_a_sunden Unfortunately there was a mistake with the country ordering. It has now been fixed in the PDF and on the web page. Sorry if it caused any confusion!;Mon Aug 13 07:07:32 +0000 2018;0;1
15;2679;#BP's new #LNG #ships set sail. Read the story behind the numbers ➡️ https://t.co/vMUP23Wjg4 https://t.co/TdByay8Ipl;Mon Aug 13 07:43:21 +0000 2018;12;21
16;2678;@Nicolas14993294  We're really sorry to hear this. Please PM an email address so that we can discuss this with you further.;Mon Aug 13 09:04:55 +0000 2018;0;0
17;2677;@jdizzlenz  We're really sorry to hear this.  Please PM an email address so that we can discuss this with you further.;Mon Aug 13 09:05:10 +0000 2018;0;0
18;2676;@williaax Hi Alan. Please can you let us know which BP station this happened at, so our team can look into it? Thanks, ^AW;Mon Aug 13 11:12:03 +0000 2018;0;0
19;2675;@LordStDubois Hi Lorenzo. We're really sorry you've had these issues with the app. It might be worth contacting your bank to see if they are able to speed up the process. You can also speak directly to our BPme team at bpmeuk@bp.com or on 0800402402. Thanks, ^AW;Mon Aug 13 12:13:13 +0000 2018;0;0
20;2674;@glasshill We are very sorry to hear about this experience, Ruth. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any additional details you have, including the site address. https://t.co/INHXF4AmFZ;Mon Aug 13 14:20:23 +0000 2018;0;0
21;2673;"BP has been part of #OCGI, a voluntary CEO-led initiative leading the oil and gas industry’s response to climate change, since 2014. This is one of #BP’s accredited Advancing Low Carbon (#ALC) activities @OGCInews
https://t.co/C0xLC5MZmd https://t.co/a3c86jhbVu";Mon Aug 13 16:38:07 +0000 2018;4;15
22;2672;Construction 🏗️ of the new #Atlantis platform at #Ingleside, #Texas, US, in 2006. Read about #BP’s investments in operations and safety here: https://t.co/bw0e3yiUyO https://t.co/Igqy0yld4R;Tue Aug 14 07:02:05 +0000 2018;8;22
23;2671;"@shamsherkainth It’s never our intention to upset or offend customers &amp; we’ve apologised to the customer. We have a safety policy in which our employees ask everyone to remove headwear &amp; face coverings before entering the store. The policy doesn't apply to religious headwear.";Tue Aug 14 07:44:56 +0000 2018;0;0
24;2670;"Solar ✔️
Carbon management ✔️
Low carbon power and storage ✔️
Digital transformation ✔️
Advanced mobility ✔️
Bio and low carbon products ✔️
How BP is investing in #lowcarbon ventures and start-ups https://t.co/5HHgn8RSxi https://t.co/5Yk5IXYrMq";Tue Aug 14 11:32:06 +0000 2018;13;29
25;2669;Construction 🏗️ of the new #Atlantis platform at #Ingleside, #Texas, US, in 2006. #BP’s investments in operations and safety here: https://t.co/bw0e3yiUyO https://t.co/LIOgLq2GQm;Tue Aug 14 15:56:06 +0000 2018;2;17
26;2668;⚡🚗 Electrification is the hot topic of the moment - we take a look at why, and what BP's role will be #electricvehicles #EVs #mobility https://t.co/yXnGG3TSdM;Wed Aug 15 07:08:42 +0000 2018;20;36
27;2667;"Our new  accreditation programme, Advancing Low Carbon (ALC), is designed to encourage every part of BP to pursue lower carbon opportunities &amp; to encourage customers to make lower carbon choices #lowcarbon https://t.co/XhuIPhwtIR";Wed Aug 15 16:49:20 +0000 2018;7;19
28;2666;@miltonbm apologies for this. EFTPOS wasn't working over the weekend due to a technical fault, but we'd normally manually process payment. The manager will address this with staff. I'd like to send you  free coffee cards to apologise for the inconvenience. Please DM me details.;Thu Aug 16 07:13:47 +0000 2018;0;0
29;2665;Here's a little #ThrowbackThursday tester to get you thinking 🤔 - do you know who or what this is? https://t.co/KDcQ3NGJu7;Thu Aug 16 07:23:05 +0000 2018;5;17
30;2664;"Solar ✔️
Carbon management ✔️
Low carbon power and storage ✔️
Digital transformation ✔️
Advanced mobility ✔️
Bio and low carbon products ✔️
How BP is investing in #lowcarbon ventures and start-ups https://t.co/5HHgn8RSxi https://t.co/UHuCxsSGhm";Thu Aug 16 11:32:04 +0000 2018;4;25
31;2663;Great view @BP_MiddleEast 👀 https://t.co/YEdxyu0ej2;Thu Aug 16 11:53:13 +0000 2018;1;5
32;2662;Here's a little #ThrowbackThursday tester to get you thinking 🤔 - do you know who or what this is? https://t.co/y4R7bfkJ2w;Thu Aug 16 17:09:03 +0000 2018;2;14
33;2661;People power - building a #NatGas project across three countries (and counting):  https://t.co/xaJkAuQERT #Azerbaijan https://t.co/4tJPNPWFKd;Fri Aug 17 06:38:05 +0000 2018;33;60
34;2660;"@BP_plc  Thanks for your guesses!

 The correct answer is (some futuristic looking) cat's eyes!";Fri Aug 17 07:13:51 +0000 2018;0;0
35;2659;👀 Want to take a look #behindthescenes at life on board this #offshore platform? Check out our @instagram story https://t.co/OtqVPGkviE #BTS https://t.co/Y4t7HU4DQ7;Fri Aug 17 10:42:04 +0000 2018;2;10
36;2658;"@marksandspencer @BP_PLC @claral72 Awww, thanks Clara! We're really glad you enjoyed your coffee. And thanks M&amp;S for passing on the message. Have nice weekends all. ^AW";Fri Aug 17 12:09:38 +0000 2018;0;1
37;2657;Hi @fearnwebdesign,  we're sorry for any inconvenience. I've shared your issue with our team here at BP. If you wish to speak to someone, please get in touch at careline@bp.com or call 0800 402402. Thanks, ^EB;Fri Aug 17 14:50:19 +0000 2018;2;5
38;2656;Another big moment for  @BP_TandT's #Angelin project offshore #Trinidad – this great photo shows the operation to lift the #jacket into the right position ready for the next stage of installation https://t.co/bhOvUsSEQV;Fri Aug 17 16:33:05 +0000 2018;2;22
39;2655;📹 The facts and figures that make up the #ShahDeniz2 development in #Azerbaijan, the biggest #NatGas project in our growing gas portfolio https://t.co/1cnd0VrSHb https://t.co/6NqVsYMMV8;Sat Aug 18 07:18:41 +0000 2018;24;45
40;2654;#BP's new #LNG #ships set sail. Read the story behind the numbers ➡️ https://t.co/vMUP23Wjg4 https://t.co/W21retjSJE;Sat Aug 18 11:36:19 +0000 2018;18;31
41;2653;📷📷📷 Did you know #ClairRidge, which is preparing for first oil later this year, is targeting to extract 640 million barrels of recoverable resource? https://t.co/O2Cu0JMjE1;Sun Aug 19 08:49:04 +0000 2018;17;49
42;2652;"#Butamax, a joint venture between BP &amp; @DuPont_News, has created a technology that converts sugars from corn into an energy-rich biofuel known as bio-isobutanol. This is one of #BP’s accredited Advancing Low Carbon (#ALC) activities https://t.co/C0xLC5MZmd https://t.co/1HYY9ccdWA";Sun Aug 19 13:27:05 +0000 2018;11;15
43;2651;Did you know that #BP's #Clair platform was the 1st fixed platform built west of Shetland? https://t.co/zq5pUrfHYA;Sun Aug 19 16:14:04 +0000 2018;7;21
44;2650;"Developing local skills &amp; contributing to #Oman’s economic and social development - why #Khazzan is producing more than just #gas https://t.co/Ta4cdRFi4H #sustainability https://t.co/72UThKQPzl";Mon Aug 20 07:07:08 +0000 2018;7;29
45;2649;@jessicaibrewer Hi Jessica. That doesn't sound right, you should only pay for the fuel once it's pumping. Please can you drop our Customer Careline Team a line with the details of what happened, so they can look into it? Their email address is careline@bp.com Thanks, ^AW;Mon Aug 20 09:21:48 +0000 2018;0;0
46;2648;@dermitchie Hi there. We're sorry this wasn't made clearer. It does seem to say on the poster that the offer excludes all fuel card transactions, but we'll take your feedback on board for future promotions. Thanks ^AW;Mon Aug 20 09:25:28 +0000 2018;0;0
47;2647;@dermitchie Hi again. Apologies, we may have slightly misread your tweet. We're sorry fuel cards were excluded on this one, but we'll take your feedback into consideration for future promotions. Thanks ^AW;Mon Aug 20 09:27:43 +0000 2018;0;0
48;2646;"“Bringing together the UK’s leading fuel retailer &amp; its largest charging company.” The inside story on the creation of BP Chargemaster #EVs #electricvehicles https://t.co/cbSib7s98V #BP @Chargemasterplc  🚗 ⚡ https://t.co/F3y4QqZpJO";Mon Aug 20 11:32:03 +0000 2018;5;14
49;2645;@haughtonk9 Thank you for bringing this to our attention. I would be happy to look into this and if you wish to receive some feedback please kindly provide us your email address, so we can contact you afterwards. Your case ref 1-6748682694 Kind regards Careline Team;Mon Aug 20 13:43:35 +0000 2018;0;0
50;2644;@squarewhisper we are very sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any details you have, including the site address. https://t.co/INHXF4AmFZ;Mon Aug 20 16:12:25 +0000 2018;0;0
51;2643;#AirBP's ✈️ dual challenge - @telebusiness ($) on the airline biofuel revolution preparing for take-off https://t.co/lTSttpkbQr https://t.co/SXnTxtgnQu;Mon Aug 20 16:41:06 +0000 2018;4;12
52;2642;"What’s changed ✔️
What’s mostly the same ✔️
Areas to watch ✔️
A year in global energy markets ➡️ https://t.co/MYmsJKEjX4 https://t.co/nZsVNT70R1";Tue Aug 21 07:03:03 +0000 2018;10;26
53;2641;How we are reducing emissions - the changes we are making across our business, and the targets to back them up https://t.co/ofqAasnpGc #lowcarbon https://t.co/CRK37pGdPw;Tue Aug 21 11:10:22 +0000 2018;8;23
54;2640;Good work 💪👊🤝 https://t.co/sNyBYGctcE;Tue Aug 21 18:23:11 +0000 2018;3;6
55;2639;@_Young_ela_ We are very sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any details you have, including the full site address. https://t.co/INHXF4AmFZ;Wed Aug 22 00:21:03 +0000 2018;0;0
56;2638;Improving our products - the changes we are making across our business, and the targets to back them up https://t.co/ofqAasnpGc #lowcarbon https://t.co/C7lQVwmwiY;Wed Aug 22 11:11:20 +0000 2018;5;14
57;2637;"BP is actively participating in the Oil &amp; Gas Methane Partnership (OGMP) – part of @CCACoalition - helping to deepen industry understanding of #methane #emissions &amp; how to reduce them. It is one of #BP’s accredited Advancing Low Carbon (#ALC) activities https://t.co/C0xLC5MZmd https://t.co/vzi6noNmS2";Wed Aug 22 16:38:06 +0000 2018;5;21
58;2636;@fabniall  Hi Maggie, this is a refundable $1 pre-authorisation hold by your financial provider to ensure the payment method is valid. The refund times may vary depending on the card issuer or bank. We suggest you contact your bank directly if you have further questions.;Thu Aug 23 07:00:28 +0000 2018;0;0
